,platform,method,size_a_n,size_a_m,size_b_n,size_b_m,time
0,cuda,suma,1000,1000,1000,1000,0.0038956799507141116
1,cuda,resta,1000,1000,1000,1000,0.0002508159875869751
2,cuda,division,1000,1000,1000,1000,0.00028620800375938417
3,cuda,multiplicacion,1000,1000,1000,1000,0.00024185599386692048
4,cl,suma,1000,1000,1000,1000,0.005732059478759766
5,cl,resta,1000,1000,1000,1000,0.0013260841369628906
6,cl,division,1000,1000,1000,1000,0.0012636184692382812
7,cl,multiplicacion,1000,1000,1000,1000,0.0012536048889160156
8,numpy,suma,1000,1000,1000,1000,0.001125335693359375
9,numpy,resta,1000,1000,1000,1000,0.0008196830749511719
10,numpy,division,1000,1000,1000,1000,0.0007479190826416016
11,numpy,multiplicacion,1000,1000,1000,1000,0.0006959438323974609
12,cuda,suma,1000,1000,1000,1000,0.00029955199360847475
13,cuda,resta,1000,1000,1000,1000,0.00024457600712776185
14,cuda,division,1000,1000,1000,1000,0.0002409600019454956
15,cuda,multiplicacion,1000,1000,1000,1000,0.00025724801421165465
16,cl,suma,1000,1000,1000,1000,0.002636432647705078
17,cl,resta,1000,1000,1000,1000,0.0004534721374511719
18,cl,division,1000,1000,1000,1000,0.00038504600524902344
19,cl,multiplicacion,1000,1000,1000,1000,0.00043654441833496094
20,numpy,suma,1000,1000,1000,1000,0.0007145404815673828
21,numpy,resta,1000,1000,1000,1000,0.0007560253143310547
22,numpy,division,1000,1000,1000,1000,0.0007157325744628906
23,numpy,multiplicacion,1000,1000,1000,1000,0.0006740093231201172
24,cuda,suma,1000,1000,1000,1000,0.00023948800563812256
25,cuda,resta,1000,1000,1000,1000,0.00023916800320148468
26,cuda,division,1000,1000,1000,1000,0.0002446720004081726
27,cuda,multiplicacion,1000,1000,1000,1000,0.00023263999819755554
28,cl,suma,1000,1000,1000,1000,0.0022597312927246094
29,cl,resta,1000,1000,1000,1000,0.0002713203430175781
30,cl,division,1000,1000,1000,1000,0.00019240379333496094
31,cl,multiplicacion,1000,1000,1000,1000,0.00018072128295898438
32,numpy,suma,1000,1000,1000,1000,0.0006966590881347656
33,numpy,resta,1000,1000,1000,1000,0.0007123947143554688
34,numpy,division,1000,1000,1000,1000,0.0006811618804931641
35,numpy,multiplicacion,1000,1000,1000,1000,0.0006768703460693359
36,cuda,suma,1000,1000,1000,1000,0.00024831999838352206
37,cuda,resta,1000,1000,1000,1000,0.00024348799884319305
38,cuda,division,1000,1000,1000,1000,0.00023792000114917757
39,cuda,multiplicacion,1000,1000,1000,1000,0.0002455040067434311
40,cl,suma,1000,1000,1000,1000,0.002209186553955078
41,cl,resta,1000,1000,1000,1000,0.00021457672119140625
42,cl,division,1000,1000,1000,1000,0.00018477439880371094
43,cl,multiplicacion,1000,1000,1000,1000,0.00020551681518554688
44,numpy,suma,1000,1000,1000,1000,0.0006864070892333984
45,numpy,resta,1000,1000,1000,1000,0.0006668567657470703
46,numpy,division,1000,1000,1000,1000,0.0007150173187255859
47,numpy,multiplicacion,1000,1000,1000,1000,0.0006766319274902344
48,cuda,suma,1000,1000,1000,1000,0.00023548799753189087
49,cuda,resta,1000,1000,1000,1000,0.0002383359968662262
50,cuda,division,1000,1000,1000,1000,0.00023664000630378723
51,cuda,multiplicacion,1000,1000,1000,1000,0.00023500800132751466
52,cl,suma,1000,1000,1000,1000,0.002156496047973633
53,cl,resta,1000,1000,1000,1000,0.0002257823944091797
54,cl,division,1000,1000,1000,1000,0.00018453598022460938
55,cl,multiplicacion,1000,1000,1000,1000,0.00020074844360351562
56,numpy,suma,1000,1000,1000,1000,0.0007030963897705078
57,numpy,resta,1000,1000,1000,1000,0.0006647109985351562
58,numpy,division,1000,1000,1000,1000,0.0006971359252929688
59,numpy,multiplicacion,1000,1000,1000,1000,0.0006744861602783203
60,cuda,suma,1000,1000,1000,1000,0.00023721599578857422
61,cuda,resta,1000,1000,1000,1000,0.00023839999735355378
62,cuda,division,1000,1000,1000,1000,0.0002354239970445633
63,cuda,multiplicacion,1000,1000,1000,1000,0.00023686400055885316
64,cl,suma,1000,1000,1000,1000,0.0021948814392089844
65,cl,resta,1000,1000,1000,1000,0.00021457672119140625
66,cl,division,1000,1000,1000,1000,0.0001926422119140625
67,cl,multiplicacion,1000,1000,1000,1000,0.00019288063049316406
68,numpy,suma,1000,1000,1000,1000,0.0006906986236572266
69,numpy,resta,1000,1000,1000,1000,0.0006814002990722656
70,numpy,division,1000,1000,1000,1000,0.0006654262542724609
71,numpy,multiplicacion,1000,1000,1000,1000,0.000675201416015625
72,cuda,suma,1000,1000,1000,1000,0.00023615999519824982
73,cuda,resta,1000,1000,1000,1000,0.00023852799832820893
74,cuda,division,1000,1000,1000,1000,0.0002423360049724579
75,cuda,multiplicacion,1000,1000,1000,1000,0.00023552000522613525
76,cl,suma,1000,1000,1000,1000,0.002183198928833008
77,cl,resta,1000,1000,1000,1000,0.00022220611572265625
78,cl,division,1000,1000,1000,1000,0.00020694732666015625
79,cl,multiplicacion,1000,1000,1000,1000,0.00018167495727539062
80,numpy,suma,1000,1000,1000,1000,0.0006961822509765625
81,numpy,resta,1000,1000,1000,1000,0.0006866455078125
82,numpy,division,1000,1000,1000,1000,0.0006918907165527344
83,numpy,multiplicacion,1000,1000,1000,1000,0.0006616115570068359
84,cuda,suma,1000,1000,1000,1000,0.00026713600754737853
85,cuda,resta,1000,1000,1000,1000,0.00023692800104618074
86,cuda,division,1000,1000,1000,1000,0.00023503999412059784
87,cuda,multiplicacion,1000,1000,1000,1000,0.0002393919974565506
88,cl,suma,1000,1000,1000,1000,0.002229452133178711
89,cl,resta,1000,1000,1000,1000,0.00021529197692871094
90,cl,division,1000,1000,1000,1000,0.0002002716064453125
91,cl,multiplicacion,1000,1000,1000,1000,0.00019240379333496094
92,numpy,suma,1000,1000,1000,1000,0.0007343292236328125
93,numpy,resta,1000,1000,1000,1000,0.0007495880126953125
94,numpy,division,1000,1000,1000,1000,0.0008242130279541016
95,numpy,multiplicacion,1000,1000,1000,1000,0.000797271728515625
96,cuda,suma,1000,1000,1000,1000,0.0002770240008831024
97,cuda,resta,1000,1000,1000,1000,0.0002458239942789078
98,cuda,division,1000,1000,1000,1000,0.0002566080093383789
99,cuda,multiplicacion,1000,1000,1000,1000,0.00024083200097084045
100,cl,suma,1000,1000,1000,1000,0.0023870468139648438
101,cl,resta,1000,1000,1000,1000,0.0002338886260986328
102,cl,division,1000,1000,1000,1000,0.00019502639770507812
103,cl,multiplicacion,1000,1000,1000,1000,0.00022554397583007812
104,numpy,suma,1000,1000,1000,1000,0.0007381439208984375
105,numpy,resta,1000,1000,1000,1000,0.0007002353668212891
106,numpy,division,1000,1000,1000,1000,0.0006737709045410156
107,numpy,multiplicacion,1000,1000,1000,1000,0.0006945133209228516
108,cuda,suma,1000,1000,1000,1000,0.0002935999929904938
109,cuda,resta,1000,1000,1000,1000,0.00027510398626327516
110,cuda,division,1000,1000,1000,1000,0.00024182400107383728
111,cuda,multiplicacion,1000,1000,1000,1000,0.00024198399484157563
112,cl,suma,1000,1000,1000,1000,0.002403736114501953
113,cl,resta,1000,1000,1000,1000,0.00029921531677246094
114,cl,division,1000,1000,1000,1000,0.0002536773681640625
115,cl,multiplicacion,1000,1000,1000,1000,0.00019884109497070312
116,numpy,suma,1000,1000,1000,1000,0.0006802082061767578
117,numpy,resta,1000,1000,1000,1000,0.0007042884826660156
118,numpy,division,1000,1000,1000,1000,0.0006911754608154297
119,numpy,multiplicacion,1000,1000,1000,1000,0.0006849765777587891
120,cuda,suma,2000,2000,2000,2000,0.000381632000207901
121,cuda,resta,2000,2000,2000,2000,0.0007821760177612305
122,cuda,division,2000,2000,2000,2000,0.0007794240117073059
123,cuda,multiplicacion,2000,2000,2000,2000,0.000787007987499237
124,cl,suma,2000,2000,2000,2000,0.008088350296020508
125,cl,resta,2000,2000,2000,2000,0.0006573200225830078
126,cl,division,2000,2000,2000,2000,0.0006418228149414062
127,cl,multiplicacion,2000,2000,2000,2000,0.0006415843963623047
128,numpy,suma,2000,2000,2000,2000,0.0038750171661376953
129,numpy,resta,2000,2000,2000,2000,0.003694772720336914
130,numpy,division,2000,2000,2000,2000,0.0035903453826904297
131,numpy,multiplicacion,2000,2000,2000,2000,0.003490924835205078
132,cuda,suma,2000,2000,2000,2000,0.0003745599985122681
133,cuda,resta,2000,2000,2000,2000,0.0008042560219764709
134,cuda,division,2000,2000,2000,2000,0.0007865279912948608
135,cuda,multiplicacion,2000,2000,2000,2000,0.0007848320007324219
136,cl,suma,2000,2000,2000,2000,0.008333683013916016
137,cl,resta,2000,2000,2000,2000,0.0006530284881591797
138,cl,division,2000,2000,2000,2000,0.0006463527679443359
139,cl,multiplicacion,2000,2000,2000,2000,0.0006489753723144531
140,numpy,suma,2000,2000,2000,2000,0.0037453174591064453
141,numpy,resta,2000,2000,2000,2000,0.003525972366333008
142,numpy,division,2000,2000,2000,2000,0.003272533416748047
143,numpy,multiplicacion,2000,2000,2000,2000,0.0030808448791503906
144,cuda,suma,2000,2000,2000,2000,0.0005340800285339356
145,cuda,resta,2000,2000,2000,2000,0.0005671039819717407
146,cuda,division,2000,2000,2000,2000,0.0009279360175132752
147,cuda,multiplicacion,2000,2000,2000,2000,0.0008013120293617248
148,cl,suma,2000,2000,2000,2000,0.00815725326538086
149,cl,resta,2000,2000,2000,2000,0.0006487369537353516
150,cl,division,2000,2000,2000,2000,0.0006444454193115234
151,cl,multiplicacion,2000,2000,2000,2000,0.0006413459777832031
152,numpy,suma,2000,2000,2000,2000,0.003524303436279297
153,numpy,resta,2000,2000,2000,2000,0.003410816192626953
154,numpy,division,2000,2000,2000,2000,0.003307819366455078
155,numpy,multiplicacion,2000,2000,2000,2000,0.003128528594970703
156,cuda,suma,2000,2000,2000,2000,0.0003744960129261017
157,cuda,resta,2000,2000,2000,2000,0.0008142719864845276
158,cuda,division,2000,2000,2000,2000,0.0007857599854469299
159,cuda,multiplicacion,2000,2000,2000,2000,0.0007895039916038513
160,cl,suma,2000,2000,2000,2000,0.00800943374633789
161,cl,resta,2000,2000,2000,2000,0.0006542205810546875
162,cl,division,2000,2000,2000,2000,0.000640869140625
163,cl,multiplicacion,2000,2000,2000,2000,0.0006425380706787109
164,numpy,suma,2000,2000,2000,2000,0.003742218017578125
165,numpy,resta,2000,2000,2000,2000,0.00341033935546875
166,numpy,division,2000,2000,2000,2000,0.003209829330444336
167,numpy,multiplicacion,2000,2000,2000,2000,0.0030438899993896484
168,cuda,suma,2000,2000,2000,2000,0.0003671039938926697
169,cuda,resta,2000,2000,2000,2000,0.0008045120239257812
170,cuda,division,2000,2000,2000,2000,0.0007855039834976196
171,cuda,multiplicacion,2000,2000,2000,2000,0.0007837120294570922
172,cl,suma,2000,2000,2000,2000,0.007650613784790039
173,cl,resta,2000,2000,2000,2000,0.0006387233734130859
174,cl,division,2000,2000,2000,2000,0.0006427764892578125
175,cl,multiplicacion,2000,2000,2000,2000,0.0006427764892578125
176,numpy,suma,2000,2000,2000,2000,0.0036334991455078125
177,numpy,resta,2000,2000,2000,2000,0.0033626556396484375
178,numpy,division,2000,2000,2000,2000,0.003214120864868164
179,numpy,multiplicacion,2000,2000,2000,2000,0.0030298233032226562
180,cuda,suma,2000,2000,2000,2000,0.0003705599904060364
181,cuda,resta,2000,2000,2000,2000,0.000781503975391388
182,cuda,division,2000,2000,2000,2000,0.0007696959972381592
183,cuda,multiplicacion,2000,2000,2000,2000,0.0008015999794006348
184,cl,suma,2000,2000,2000,2000,0.009036779403686523
185,cl,resta,2000,2000,2000,2000,0.0006444454193115234
186,cl,division,2000,2000,2000,2000,0.0006513595581054688
187,cl,multiplicacion,2000,2000,2000,2000,0.0006456375122070312
188,numpy,suma,2000,2000,2000,2000,0.0036385059356689453
189,numpy,resta,2000,2000,2000,2000,0.0034449100494384766
190,numpy,division,2000,2000,2000,2000,0.0033495426177978516
191,numpy,multiplicacion,2000,2000,2000,2000,0.003293275833129883
192,cuda,suma,2000,2000,2000,2000,0.00039849600195884707
193,cuda,resta,2000,2000,2000,2000,0.0008045759797096252
194,cuda,division,2000,2000,2000,2000,0.0007820479869842529
195,cuda,multiplicacion,2000,2000,2000,2000,0.0007779200077056885
196,cl,suma,2000,2000,2000,2000,0.007619142532348633
197,cl,resta,2000,2000,2000,2000,0.0006420612335205078
198,cl,division,2000,2000,2000,2000,0.0006380081176757812
199,cl,multiplicacion,2000,2000,2000,2000,0.0006432533264160156
200,numpy,suma,2000,2000,2000,2000,0.0037026405334472656
201,numpy,resta,2000,2000,2000,2000,0.003611326217651367
202,numpy,division,2000,2000,2000,2000,0.00330352783203125
203,numpy,multiplicacion,2000,2000,2000,2000,0.0035178661346435547
204,cuda,suma,2000,2000,2000,2000,0.0004018239974975586
205,cuda,resta,2000,2000,2000,2000,0.0007930880188941956
206,cuda,division,2000,2000,2000,2000,0.000783519983291626
207,cuda,multiplicacion,2000,2000,2000,2000,0.0007814080119132996
208,cl,suma,2000,2000,2000,2000,0.007593631744384766
209,cl,resta,2000,2000,2000,2000,0.0006384849548339844
210,cl,division,2000,2000,2000,2000,0.0006384849548339844
211,cl,multiplicacion,2000,2000,2000,2000,0.0006439685821533203
212,numpy,suma,2000,2000,2000,2000,0.0035581588745117188
213,numpy,resta,2000,2000,2000,2000,0.0034394264221191406
214,numpy,division,2000,2000,2000,2000,0.0035321712493896484
215,numpy,multiplicacion,2000,2000,2000,2000,0.0033071041107177734
216,cuda,suma,2000,2000,2000,2000,0.00041183999180793764
217,cuda,resta,2000,2000,2000,2000,0.0007937920093536377
218,cuda,division,2000,2000,2000,2000,0.0008071039915084839
219,cuda,multiplicacion,2000,2000,2000,2000,0.0007854719758033752
220,cl,suma,2000,2000,2000,2000,0.007681131362915039
221,cl,resta,2000,2000,2000,2000,0.0006508827209472656
222,cl,division,2000,2000,2000,2000,0.0006442070007324219
223,cl,multiplicacion,2000,2000,2000,2000,0.0006597042083740234
224,numpy,suma,2000,2000,2000,2000,0.003480195999145508
225,numpy,resta,2000,2000,2000,2000,0.003760099411010742
226,numpy,division,2000,2000,2000,2000,0.004242658615112305
227,numpy,multiplicacion,2000,2000,2000,2000,0.0032243728637695312
228,cuda,suma,2000,2000,2000,2000,0.0003911679983139038
229,cuda,resta,2000,2000,2000,2000,0.000794272005558014
230,cuda,division,2000,2000,2000,2000,0.0008164799809455872
231,cuda,multiplicacion,2000,2000,2000,2000,0.0007959359884262085
232,cl,suma,2000,2000,2000,2000,0.007966995239257812
233,cl,resta,2000,2000,2000,2000,0.0006482601165771484
234,cl,division,2000,2000,2000,2000,0.0006418228149414062
235,cl,multiplicacion,2000,2000,2000,2000,0.0006363391876220703
236,numpy,suma,2000,2000,2000,2000,0.0033648014068603516
237,numpy,resta,2000,2000,2000,2000,0.0032281875610351562
238,numpy,division,2000,2000,2000,2000,0.0031211376190185547
239,numpy,multiplicacion,2000,2000,2000,2000,0.0030012130737304688
240,cuda,suma,3000,3000,3000,3000,0.0005192000269889831
241,cuda,resta,3000,3000,3000,3000,0.0017065919637680054
242,cuda,division,3000,3000,3000,3000,0.001673632025718689
243,cuda,multiplicacion,3000,3000,3000,3000,0.0016430720090866088
244,cl,suma,3000,3000,3000,3000,0.0165255069732666
245,cl,resta,3000,3000,3000,3000,0.001424551010131836
246,cl,division,3000,3000,3000,3000,0.0014176368713378906
247,cl,multiplicacion,3000,3000,3000,3000,0.00135040283203125
248,numpy,suma,3000,3000,3000,3000,0.008658647537231445
249,numpy,resta,3000,3000,3000,3000,0.00870513916015625
250,numpy,division,3000,3000,3000,3000,0.009187459945678711
251,numpy,multiplicacion,3000,3000,3000,3000,0.009523868560791016
252,cuda,suma,3000,3000,3000,3000,0.0004769279956817627
253,cuda,resta,3000,3000,3000,3000,0.001658463954925537
254,cuda,division,3000,3000,3000,3000,0.0016420799493789672
255,cuda,multiplicacion,3000,3000,3000,3000,0.0016512320041656495
256,cl,suma,3000,3000,3000,3000,0.01679062843322754
257,cl,resta,3000,3000,3000,3000,0.0014071464538574219
258,cl,division,3000,3000,3000,3000,0.0014336109161376953
259,cl,multiplicacion,3000,3000,3000,3000,0.0014071464538574219
260,numpy,suma,3000,3000,3000,3000,0.008530855178833008
261,numpy,resta,3000,3000,3000,3000,0.008440971374511719
262,numpy,division,3000,3000,3000,3000,0.008264303207397461
263,numpy,multiplicacion,3000,3000,3000,3000,0.008435964584350586
264,cuda,suma,3000,3000,3000,3000,0.000514847993850708
265,cuda,resta,3000,3000,3000,3000,0.0016444480419158937
266,cuda,division,3000,3000,3000,3000,0.0016398080587387085
267,cuda,multiplicacion,3000,3000,3000,3000,0.0016256959438323976
268,cl,suma,3000,3000,3000,3000,0.015811681747436523
269,cl,resta,3000,3000,3000,3000,0.0014073848724365234
270,cl,division,3000,3000,3000,3000,0.0014009475708007812
271,cl,multiplicacion,3000,3000,3000,3000,0.001405477523803711
272,numpy,suma,3000,3000,3000,3000,0.008468389511108398
273,numpy,resta,3000,3000,3000,3000,0.008302688598632812
274,numpy,division,3000,3000,3000,3000,0.00821232795715332
275,numpy,multiplicacion,3000,3000,3000,3000,0.00831460952758789
276,cuda,suma,3000,3000,3000,3000,0.0004986880123615265
277,cuda,resta,3000,3000,3000,3000,0.0016496959924697876
278,cuda,division,3000,3000,3000,3000,0.0016355520486831666
279,cuda,multiplicacion,3000,3000,3000,3000,0.001671072006225586
280,cl,suma,3000,3000,3000,3000,0.017465591430664062
281,cl,resta,3000,3000,3000,3000,0.0014045238494873047
282,cl,division,3000,3000,3000,3000,0.0014042854309082031
283,cl,multiplicacion,3000,3000,3000,3000,0.0014278888702392578
284,numpy,suma,3000,3000,3000,3000,0.008768081665039062
285,numpy,resta,3000,3000,3000,3000,0.008675336837768555
286,numpy,division,3000,3000,3000,3000,0.008532524108886719
287,numpy,multiplicacion,3000,3000,3000,3000,0.008594512939453125
288,cuda,suma,3000,3000,3000,3000,0.0006516479849815369
289,cuda,resta,3000,3000,3000,3000,0.0016881279945373535
290,cuda,division,3000,3000,3000,3000,0.001684607982635498
291,cuda,multiplicacion,3000,3000,3000,3000,0.001693343997001648
292,cl,suma,3000,3000,3000,3000,0.0170590877532959
293,cl,resta,3000,3000,3000,3000,0.0014083385467529297
294,cl,division,3000,3000,3000,3000,0.0014052391052246094
295,cl,multiplicacion,3000,3000,3000,3000,0.0013959407806396484
296,numpy,suma,3000,3000,3000,3000,0.010457992553710938
297,numpy,resta,3000,3000,3000,3000,0.009627580642700195
298,numpy,division,3000,3000,3000,3000,0.008757829666137695
299,numpy,multiplicacion,3000,3000,3000,3000,0.008777379989624023
300,cuda,suma,3000,3000,3000,3000,0.0004759680032730103
301,cuda,resta,3000,3000,3000,3000,0.0016418240070343018
302,cuda,division,3000,3000,3000,3000,0.0016488640308380128
303,cuda,multiplicacion,3000,3000,3000,3000,0.0016354559659957886
304,cl,suma,3000,3000,3000,3000,0.015858173370361328
305,cl,resta,3000,3000,3000,3000,0.0014111995697021484
306,cl,division,3000,3000,3000,3000,0.0014023780822753906
307,cl,multiplicacion,3000,3000,3000,3000,0.0014050006866455078
308,numpy,suma,3000,3000,3000,3000,0.008462190628051758
309,numpy,resta,3000,3000,3000,3000,0.008356332778930664
310,numpy,division,3000,3000,3000,3000,0.008225440979003906
311,numpy,multiplicacion,3000,3000,3000,3000,0.008181095123291016
312,cuda,suma,3000,3000,3000,3000,0.0005643200278282166
313,cuda,resta,3000,3000,3000,3000,0.0016571199893951416
314,cuda,division,3000,3000,3000,3000,0.0016843520402908326
315,cuda,multiplicacion,3000,3000,3000,3000,0.00163481605052948
316,cl,suma,3000,3000,3000,3000,0.016333580017089844
317,cl,resta,3000,3000,3000,3000,0.001407623291015625
318,cl,division,3000,3000,3000,3000,0.0014293193817138672
319,cl,multiplicacion,3000,3000,3000,3000,0.001402139663696289
320,numpy,suma,3000,3000,3000,3000,0.008825540542602539
321,numpy,resta,3000,3000,3000,3000,0.008501291275024414
322,numpy,division,3000,3000,3000,3000,0.008466482162475586
323,numpy,multiplicacion,3000,3000,3000,3000,0.008444786071777344
324,cuda,suma,3000,3000,3000,3000,0.0005528640151023865
325,cuda,resta,3000,3000,3000,3000,0.0017032639980316163
326,cuda,division,3000,3000,3000,3000,0.001707200050354004
327,cuda,multiplicacion,3000,3000,3000,3000,0.001652415990829468
328,cl,suma,3000,3000,3000,3000,0.016231298446655273
329,cl,resta,3000,3000,3000,3000,0.0014071464538574219
330,cl,division,3000,3000,3000,3000,0.0014393329620361328
331,cl,multiplicacion,3000,3000,3000,3000,0.0014324188232421875
332,numpy,suma,3000,3000,3000,3000,0.0087738037109375
333,numpy,resta,3000,3000,3000,3000,0.008609771728515625
334,numpy,division,3000,3000,3000,3000,0.008508920669555664
335,numpy,multiplicacion,3000,3000,3000,3000,0.00880742073059082
336,cuda,suma,3000,3000,3000,3000,0.0004761280119419098
337,cuda,resta,3000,3000,3000,3000,0.0016425280570983886
338,cuda,division,3000,3000,3000,3000,0.0016404800415039064
339,cuda,multiplicacion,3000,3000,3000,3000,0.001652127981185913
340,cl,suma,3000,3000,3000,3000,0.015926837921142578
341,cl,resta,3000,3000,3000,3000,0.0014050006866455078
342,cl,division,3000,3000,3000,3000,0.0014023780822753906
343,cl,multiplicacion,3000,3000,3000,3000,0.0014033317565917969
344,numpy,suma,3000,3000,3000,3000,0.008929252624511719
345,numpy,resta,3000,3000,3000,3000,0.00896310806274414
346,numpy,division,3000,3000,3000,3000,0.009882926940917969
347,numpy,multiplicacion,3000,3000,3000,3000,0.00877237319946289
348,cuda,suma,3000,3000,3000,3000,0.00048230400681495666
349,cuda,resta,3000,3000,3000,3000,0.001658463954925537
350,cuda,division,3000,3000,3000,3000,0.0016447360515594483
351,cuda,multiplicacion,3000,3000,3000,3000,0.00169760000705719
352,cl,suma,3000,3000,3000,3000,0.015928030014038086
353,cl,resta,3000,3000,3000,3000,0.0014081001281738281
354,cl,division,3000,3000,3000,3000,0.0013926029205322266
355,cl,multiplicacion,3000,3000,3000,3000,0.0014030933380126953
356,numpy,suma,3000,3000,3000,3000,0.008551597595214844
357,numpy,resta,3000,3000,3000,3000,0.008329153060913086
358,numpy,division,3000,3000,3000,3000,0.008152008056640625
359,numpy,multiplicacion,3000,3000,3000,3000,0.00810098648071289
360,cuda,suma,4000,4000,4000,4000,0.0007385600209236145
361,cuda,resta,4000,4000,4000,4000,0.002846335887908936
362,cuda,division,4000,4000,4000,4000,0.0028467519283294678
363,cuda,multiplicacion,4000,4000,4000,4000,0.0027940158843994143
364,cl,suma,4000,4000,4000,4000,0.030437707901000977
365,cl,resta,4000,4000,4000,4000,0.002398252487182617
366,cl,division,4000,4000,4000,4000,0.0023941993713378906
367,cl,multiplicacion,4000,4000,4000,4000,0.0024099349975585938
368,numpy,suma,4000,4000,4000,4000,0.018176555633544922
369,numpy,resta,4000,4000,4000,4000,0.018630027770996094
370,numpy,division,4000,4000,4000,4000,0.019072294235229492
371,numpy,multiplicacion,4000,4000,4000,4000,0.018182754516601562
372,cuda,suma,4000,4000,4000,4000,0.000694815993309021
373,cuda,resta,4000,4000,4000,4000,0.0028584001064300537
374,cuda,division,4000,4000,4000,4000,0.0028432319164276125
375,cuda,multiplicacion,4000,4000,4000,4000,0.0028175039291381838
376,cl,suma,4000,4000,4000,4000,0.028674602508544922
377,cl,resta,4000,4000,4000,4000,0.0023992061614990234
378,cl,division,4000,4000,4000,4000,0.0023932456970214844
379,cl,multiplicacion,4000,4000,4000,4000,0.002394437789916992
380,numpy,suma,4000,4000,4000,4000,0.018568992614746094
381,numpy,resta,4000,4000,4000,4000,0.0184018611907959
382,numpy,division,4000,4000,4000,4000,0.018344640731811523
383,numpy,multiplicacion,4000,4000,4000,4000,0.01825261116027832
384,cuda,suma,4000,4000,4000,4000,0.0007212160229682922
385,cuda,resta,4000,4000,4000,4000,0.0028402879238128664
386,cuda,division,4000,4000,4000,4000,0.0028462719917297366
387,cuda,multiplicacion,4000,4000,4000,4000,0.0028271679878234864
388,cl,suma,4000,4000,4000,4000,0.028804302215576172
389,cl,resta,4000,4000,4000,4000,0.002397775650024414
390,cl,division,4000,4000,4000,4000,0.0023958683013916016
391,cl,multiplicacion,4000,4000,4000,4000,0.002397775650024414
392,numpy,suma,4000,4000,4000,4000,0.019199848175048828
393,numpy,resta,4000,4000,4000,4000,0.018697261810302734
394,numpy,division,4000,4000,4000,4000,0.018601417541503906
395,numpy,multiplicacion,4000,4000,4000,4000,0.0190122127532959
396,cuda,suma,4000,4000,4000,4000,0.0007213119864463806
397,cuda,resta,4000,4000,4000,4000,0.002838560104370117
398,cuda,division,4000,4000,4000,4000,0.0028279359340667725
399,cuda,multiplicacion,4000,4000,4000,4000,0.0028355519771575926
400,cl,suma,4000,4000,4000,4000,0.029246807098388672
401,cl,resta,4000,4000,4000,4000,0.002405405044555664
402,cl,division,4000,4000,4000,4000,0.0024080276489257812
403,cl,multiplicacion,4000,4000,4000,4000,0.0024099349975585938
404,numpy,suma,4000,4000,4000,4000,0.02042865753173828
405,numpy,resta,4000,4000,4000,4000,0.020279884338378906
406,numpy,division,4000,4000,4000,4000,0.018921375274658203
407,numpy,multiplicacion,4000,4000,4000,4000,0.018317699432373047
408,cuda,suma,4000,4000,4000,4000,0.000773472011089325
409,cuda,resta,4000,4000,4000,4000,0.002869663953781128
410,cuda,division,4000,4000,4000,4000,0.002832927942276001
411,cuda,multiplicacion,4000,4000,4000,4000,0.002837120056152344
412,cl,suma,4000,4000,4000,4000,0.028758525848388672
413,cl,resta,4000,4000,4000,4000,0.002393960952758789
414,cl,division,4000,4000,4000,4000,0.0023915767669677734
415,cl,multiplicacion,4000,4000,4000,4000,0.002397775650024414
416,numpy,suma,4000,4000,4000,4000,0.018554210662841797
417,numpy,resta,4000,4000,4000,4000,0.018538713455200195
418,numpy,division,4000,4000,4000,4000,0.018446922302246094
419,numpy,multiplicacion,4000,4000,4000,4000,0.01846599578857422
420,cuda,suma,4000,4000,4000,4000,0.0007174400091171265
421,cuda,resta,4000,4000,4000,4000,0.002834144115447998
422,cuda,division,4000,4000,4000,4000,0.002840255975723267
423,cuda,multiplicacion,4000,4000,4000,4000,0.002836832046508789
424,cl,suma,4000,4000,4000,4000,0.028650999069213867
425,cl,resta,4000,4000,4000,4000,0.0023946762084960938
426,cl,division,4000,4000,4000,4000,0.002393484115600586
427,cl,multiplicacion,4000,4000,4000,4000,0.002393484115600586
428,numpy,suma,4000,4000,4000,4000,0.018578052520751953
429,numpy,resta,4000,4000,4000,4000,0.018620014190673828
430,numpy,division,4000,4000,4000,4000,0.01903676986694336
431,numpy,multiplicacion,4000,4000,4000,4000,0.018933534622192383
432,cuda,suma,4000,4000,4000,4000,0.00073471999168396
433,cuda,resta,4000,4000,4000,4000,0.0028408000469207764
434,cuda,division,4000,4000,4000,4000,0.002841408014297485
435,cuda,multiplicacion,4000,4000,4000,4000,0.002834336042404175
436,cl,suma,4000,4000,4000,4000,0.03008747100830078
437,cl,resta,4000,4000,4000,4000,0.002401113510131836
438,cl,division,4000,4000,4000,4000,0.0023956298828125
439,cl,multiplicacion,4000,4000,4000,4000,0.0023894309997558594
440,numpy,suma,4000,4000,4000,4000,0.0191805362701416
441,numpy,resta,4000,4000,4000,4000,0.018791675567626953
442,numpy,division,4000,4000,4000,4000,0.01845383644104004
443,numpy,multiplicacion,4000,4000,4000,4000,0.018569231033325195
444,cuda,suma,4000,4000,4000,4000,0.0007682560086250305
445,cuda,resta,4000,4000,4000,4000,0.002845792055130005
446,cuda,division,4000,4000,4000,4000,0.0028728320598602297
447,cuda,multiplicacion,4000,4000,4000,4000,0.0028285439014434817
448,cl,suma,4000,4000,4000,4000,0.02862691879272461
449,cl,resta,4000,4000,4000,4000,0.0024042129516601562
