,platform,method,size_a_n,size_a_m,size_b_n,size_b_m,time
783,cuda,multiplicacion,7000,7000,7000,7000,0.007542143821716309
784,cl,suma,7000,7000,7000,7000,0.08548998832702637
785,cl,resta,7000,7000,7000,7000,0.003206968307495117
786,cl,division,7000,7000,7000,7000,0.0031816959381103516
787,cl,multiplicacion,7000,7000,7000,7000,0.0031850337982177734
788,numpy,suma,7000,7000,7000,7000,0.05023646354675293
789,numpy,resta,7000,7000,7000,7000,0.0504150390625
790,numpy,division,7000,7000,7000,7000,0.04966878890991211
791,numpy,multiplicacion,7000,7000,7000,7000,0.0489809513092041
792,cuda,suma,7000,7000,7000,7000,0.0016174399852752685
793,cuda,resta,7000,7000,7000,7000,0.00751855993270874
794,cuda,division,7000,7000,7000,7000,0.007473408222198486
795,cuda,multiplicacion,7000,7000,7000,7000,0.0075656318664550784
796,cl,suma,7000,7000,7000,7000,0.08950924873352051
797,cl,resta,7000,7000,7000,7000,0.003178834915161133
798,cl,division,7000,7000,7000,7000,0.003180265426635742
799,cl,multiplicacion,7000,7000,7000,7000,0.0031402111053466797
800,numpy,suma,7000,7000,7000,7000,0.04974555969238281
801,numpy,resta,7000,7000,7000,7000,0.04999423027038574
802,numpy,division,7000,7000,7000,7000,0.051260948181152344
803,numpy,multiplicacion,7000,7000,7000,7000,0.049485206604003906
804,cuda,suma,7000,7000,7000,7000,0.0015026559829711915
805,cuda,resta,7000,7000,7000,7000,0.007487584114074707
806,cuda,division,7000,7000,7000,7000,0.007471680164337158
807,cuda,multiplicacion,7000,7000,7000,7000,0.007463007926940918
808,cl,suma,7000,7000,7000,7000,0.08563351631164551
809,cl,resta,7000,7000,7000,7000,0.0031969547271728516
810,cl,division,7000,7000,7000,7000,0.003197193145751953
811,cl,multiplicacion,7000,7000,7000,7000,0.0031931400299072266
812,numpy,suma,7000,7000,7000,7000,0.04911923408508301
813,numpy,resta,7000,7000,7000,7000,0.05007123947143555
814,numpy,division,7000,7000,7000,7000,0.04955649375915527
815,numpy,multiplicacion,7000,7000,7000,7000,0.04998278617858887
816,cuda,suma,7000,7000,7000,7000,0.0015818560123443603
817,cuda,resta,7000,7000,7000,7000,0.007481088161468506
818,cuda,division,7000,7000,7000,7000,0.007488448143005371
819,cuda,multiplicacion,7000,7000,7000,7000,0.007474143981933594
820,cl,suma,7000,7000,7000,7000,0.08558011054992676
821,cl,resta,7000,7000,7000,7000,0.003175020217895508
822,cl,division,7000,7000,7000,7000,0.0031833648681640625
823,cl,multiplicacion,7000,7000,7000,7000,0.003183126449584961
824,numpy,suma,7000,7000,7000,7000,0.0490422248840332
825,numpy,resta,7000,7000,7000,7000,0.04900240898132324
826,numpy,division,7000,7000,7000,7000,0.050868988037109375
827,numpy,multiplicacion,7000,7000,7000,7000,0.052078962326049805
828,cuda,suma,7000,7000,7000,7000,0.0015261759757995606
829,cuda,resta,7000,7000,7000,7000,0.007603456020355225
830,cuda,division,7000,7000,7000,7000,0.007493375778198242
831,cuda,multiplicacion,7000,7000,7000,7000,0.00752297592163086
832,cl,suma,7000,7000,7000,7000,0.08511233329772949
833,cl,resta,7000,7000,7000,7000,0.0031843185424804688
834,cl,division,7000,7000,7000,7000,0.003226757049560547
835,cl,multiplicacion,7000,7000,7000,7000,0.0031890869140625
836,numpy,suma,7000,7000,7000,7000,0.051843881607055664
837,numpy,resta,7000,7000,7000,7000,0.054796457290649414
838,numpy,division,7000,7000,7000,7000,0.049334049224853516
839,numpy,multiplicacion,7000,7000,7000,7000,0.05007791519165039
840,cuda,suma,8000,8000,8000,8000,0.0019470399618148804
841,cuda,resta,8000,8000,8000,8000,0.007912288188934326
842,cuda,division,8000,8000,8000,8000,0.007912735939025878
843,cuda,multiplicacion,8000,8000,8000,8000,0.007901247978210449
844,cl,suma,8000,8000,8000,8000,0.11410284042358398
845,cl,resta,8000,8000,8000,8000,0.006386995315551758
846,cl,division,8000,8000,8000,8000,0.006357908248901367
847,cl,multiplicacion,8000,8000,8000,8000,0.006371736526489258
848,numpy,suma,8000,8000,8000,8000,0.06797099113464355
849,numpy,resta,8000,8000,8000,8000,0.06679463386535645
850,numpy,division,8000,8000,8000,8000,0.06690359115600586
851,numpy,multiplicacion,8000,8000,8000,8000,0.06882047653198242
852,cuda,suma,8000,8000,8000,8000,0.0019698239564895632
853,cuda,resta,8000,8000,8000,8000,0.007921792030334473
854,cuda,division,8000,8000,8000,8000,0.00793721580505371
855,cuda,multiplicacion,8000,8000,8000,8000,0.007915200233459473
856,cl,suma,8000,8000,8000,8000,0.1111609935760498
857,cl,resta,8000,8000,8000,8000,0.00634765625
858,cl,division,8000,8000,8000,8000,0.006341218948364258
859,cl,multiplicacion,8000,8000,8000,8000,0.006346464157104492
860,numpy,suma,8000,8000,8000,8000,0.06950950622558594
861,numpy,resta,8000,8000,8000,8000,0.06821250915527344
862,numpy,division,8000,8000,8000,8000,0.06784462928771973
863,numpy,multiplicacion,8000,8000,8000,8000,0.06718730926513672
864,cuda,suma,8000,8000,8000,8000,0.0019390079975128173
865,cuda,resta,8000,8000,8000,8000,0.007906015872955323
866,cuda,division,8000,8000,8000,8000,0.007925695896148681
867,cuda,multiplicacion,8000,8000,8000,8000,0.007952544212341308
868,cl,suma,8000,8000,8000,8000,0.11234879493713379
869,cl,resta,8000,8000,8000,8000,0.006382942199707031
870,cl,division,8000,8000,8000,8000,0.006360769271850586
871,cl,multiplicacion,8000,8000,8000,8000,0.006368160247802734
872,numpy,suma,8000,8000,8000,8000,0.07103109359741211
873,numpy,resta,8000,8000,8000,8000,0.06857609748840332
874,numpy,division,8000,8000,8000,8000,0.06925082206726074
875,numpy,multiplicacion,8000,8000,8000,8000,0.06650114059448242
876,cuda,suma,8000,8000,8000,8000,0.0019766720533370974
877,cuda,resta,8000,8000,8000,8000,0.007967360019683838
878,cuda,division,8000,8000,8000,8000,0.00793113613128662
879,cuda,multiplicacion,8000,8000,8000,8000,0.007898079872131349
880,cl,suma,8000,8000,8000,8000,0.11647200584411621
881,cl,resta,8000,8000,8000,8000,0.006392478942871094
882,cl,division,8000,8000,8000,8000,0.006350040435791016
883,cl,multiplicacion,8000,8000,8000,8000,0.0063478946685791016
884,numpy,suma,8000,8000,8000,8000,0.07218575477600098
885,numpy,resta,8000,8000,8000,8000,0.0691378116607666
886,numpy,division,8000,8000,8000,8000,0.06868171691894531
887,numpy,multiplicacion,8000,8000,8000,8000,0.07234835624694824
888,cuda,suma,8000,8000,8000,8000,0.0019128320217132568
889,cuda,resta,8000,8000,8000,8000,0.007937695980072022
890,cuda,division,8000,8000,8000,8000,0.007936831951141357
891,cuda,multiplicacion,8000,8000,8000,8000,0.00789299201965332
892,cl,suma,8000,8000,8000,8000,0.11503720283508301
893,cl,resta,8000,8000,8000,8000,0.006356716156005859
894,cl,division,8000,8000,8000,8000,0.006342887878417969
895,cl,multiplicacion,8000,8000,8000,8000,0.006363391876220703
896,numpy,suma,8000,8000,8000,8000,0.06788969039916992
897,numpy,resta,8000,8000,8000,8000,0.06792640686035156
898,numpy,division,8000,8000,8000,8000,0.06782150268554688
899,numpy,multiplicacion,8000,8000,8000,8000,0.06861734390258789
900,cuda,suma,8000,8000,8000,8000,0.001952255964279175
901,cuda,resta,8000,8000,8000,8000,0.007913311958312989
902,cuda,division,8000,8000,8000,8000,0.007917215824127197
903,cuda,multiplicacion,8000,8000,8000,8000,0.00790342378616333
904,cl,suma,8000,8000,8000,8000,0.11197161674499512
905,cl,resta,8000,8000,8000,8000,0.0063517093658447266
906,cl,division,8000,8000,8000,8000,0.0063631534576416016
907,cl,multiplicacion,8000,8000,8000,8000,0.006350040435791016
908,numpy,suma,8000,8000,8000,8000,0.06959676742553711
909,numpy,resta,8000,8000,8000,8000,0.06670093536376953
910,numpy,division,8000,8000,8000,8000,0.0671541690826416
911,numpy,multiplicacion,8000,8000,8000,8000,0.06959724426269531
912,cuda,suma,8000,8000,8000,8000,0.001944383978843689
913,cuda,resta,8000,8000,8000,8000,0.007913440227508546
914,cuda,division,8000,8000,8000,8000,0.007891456127166747
915,cuda,multiplicacion,8000,8000,8000,8000,0.007891712188720703
916,cl,suma,8000,8000,8000,8000,0.11309480667114258
917,cl,resta,8000,8000,8000,8000,0.006349325180053711
918,cl,division,8000,8000,8000,8000,0.0063474178314208984
919,cl,multiplicacion,8000,8000,8000,8000,0.00634455680847168
920,numpy,suma,8000,8000,8000,8000,0.06755661964416504
921,numpy,resta,8000,8000,8000,8000,0.0666959285736084
922,numpy,division,8000,8000,8000,8000,0.06811046600341797
923,numpy,multiplicacion,8000,8000,8000,8000,0.06719064712524414
924,cuda,suma,8000,8000,8000,8000,0.001955904006958008
925,cuda,resta,8000,8000,8000,8000,0.00792137622833252
926,cuda,division,8000,8000,8000,8000,0.007917151927947999
927,cuda,multiplicacion,8000,8000,8000,8000,0.007896448135375976
928,cl,suma,8000,8000,8000,8000,0.11193394660949707
929,cl,resta,8000,8000,8000,8000,0.0063550472259521484
930,cl,division,8000,8000,8000,8000,0.00635838508605957
931,cl,multiplicacion,8000,8000,8000,8000,0.006353616714477539
932,numpy,suma,8000,8000,8000,8000,0.06858420372009277
933,numpy,resta,8000,8000,8000,8000,0.06806540489196777
934,numpy,division,8000,8000,8000,8000,0.0675194263458252
935,numpy,multiplicacion,8000,8000,8000,8000,0.06664729118347168
936,cuda,suma,8000,8000,8000,8000,0.0019376640319824219
937,cuda,resta,8000,8000,8000,8000,0.007924736022949219
938,cuda,division,8000,8000,8000,8000,0.007918623924255372
939,cuda,multiplicacion,8000,8000,8000,8000,0.007895616054534912
940,cl,suma,8000,8000,8000,8000,0.11387228965759277
941,cl,resta,8000,8000,8000,8000,0.006365537643432617
942,cl,division,8000,8000,8000,8000,0.006339311599731445
943,cl,multiplicacion,8000,8000,8000,8000,0.006343841552734375
944,numpy,suma,8000,8000,8000,8000,0.06662917137145996
945,numpy,resta,8000,8000,8000,8000,0.06631326675415039
946,numpy,division,8000,8000,8000,8000,0.06567597389221191
947,numpy,multiplicacion,8000,8000,8000,8000,0.0686197280883789
948,cuda,suma,8000,8000,8000,8000,0.0019153599739074707
949,cuda,resta,8000,8000,8000,8000,0.00790937614440918
950,cuda,division,8000,8000,8000,8000,0.007926015853881837
951,cuda,multiplicacion,8000,8000,8000,8000,0.007901472091674805
952,cl,suma,8000,8000,8000,8000,0.11681795120239258
953,cl,resta,8000,8000,8000,8000,0.006345272064208984
954,cl,division,8000,8000,8000,8000,0.006342172622680664
955,cl,multiplicacion,8000,8000,8000,8000,0.006386280059814453
956,numpy,suma,8000,8000,8000,8000,0.06833672523498535
957,numpy,resta,8000,8000,8000,8000,0.06737256050109863
958,numpy,division,8000,8000,8000,8000,0.0669553279876709
959,numpy,multiplicacion,8000,8000,8000,8000,0.06661033630371094
960,cuda,suma,9000,9000,9000,9000,0.0023426239490509032
961,cuda,resta,9000,9000,9000,9000,0.0051420478820800785
962,cuda,division,9000,9000,9000,9000,0.004845503807067871
963,cuda,multiplicacion,9000,9000,9000,9000,0.004673696041107178
964,cl,suma,9000,9000,9000,9000,0.14197039604187012
965,cl,resta,9000,9000,9000,9000,0.00635981559753418
966,cl,division,9000,9000,9000,9000,0.0063419342041015625
967,cl,multiplicacion,9000,9000,9000,9000,0.006353855133056641
968,numpy,suma,9000,9000,9000,9000,0.08509516716003418
969,numpy,resta,9000,9000,9000,9000,0.08459997177124023
970,numpy,division,9000,9000,9000,9000,0.0834193229675293
971,numpy,multiplicacion,9000,9000,9000,9000,0.08394908905029297
972,cuda,suma,9000,9000,9000,9000,0.0023402879238128664
973,cuda,resta,9000,9000,9000,9000,0.005135744094848633
974,cuda,division,9000,9000,9000,9000,0.004837376117706299
975,cuda,multiplicacion,9000,9000,9000,9000,0.004671103954315185
976,cl,suma,9000,9000,9000,9000,0.1438143253326416
977,cl,resta,9000,9000,9000,9000,0.0063478946685791016
978,cl,division,9000,9000,9000,9000,0.006352901458740234
979,cl,multiplicacion,9000,9000,9000,9000,0.006357908248901367
980,numpy,suma,9000,9000,9000,9000,0.08405923843383789
981,numpy,resta,9000,9000,9000,9000,0.08803153038024902
982,numpy,division,9000,9000,9000,9000,0.08443999290466309
983,numpy,multiplicacion,9000,9000,9000,9000,0.08528470993041992
984,cuda,suma,9000,9000,9000,9000,0.0024510719776153567
985,cuda,resta,9000,9000,9000,9000,0.005127391815185547
986,cuda,division,9000,9000,9000,9000,0.004817056179046631
987,cuda,multiplicacion,9000,9000,9000,9000,0.004676511764526367
988,cl,suma,9000,9000,9000,9000,0.14218473434448242
989,cl,resta,9000,9000,9000,9000,0.006349802017211914
990,cl,division,9000,9000,9000,9000,0.0063457489013671875
991,cl,multiplicacion,9000,9000,9000,9000,0.006343841552734375
992,numpy,suma,9000,9000,9000,9000,0.08500432968139648
993,numpy,resta,9000,9000,9000,9000,0.08560633659362793
994,numpy,division,9000,9000,9000,9000,0.08470773696899414
995,numpy,multiplicacion,9000,9000,9000,9000,0.08336877822875977
996,cuda,suma,9000,9000,9000,9000,0.0023275198936462405
997,cuda,resta,9000,9000,9000,9000,0.005136223793029786
998,cuda,division,9000,9000,9000,9000,0.004836512088775635
999,cuda,multiplicacion,9000,9000,9000,9000,0.004653567790985107
1000,cl,suma,9000,9000,9000,9000,0.14184260368347168
1001,cl,resta,9000,9000,9000,9000,0.006347179412841797
1002,cl,division,9000,9000,9000,9000,0.006340503692626953
1003,cl,multiplicacion,9000,9000,9000,9000,0.0063457489013671875
1004,numpy,suma,9000,9000,9000,9000,0.08478260040283203
1005,numpy,resta,9000,9000,9000,9000,0.08362746238708496
1006,numpy,division,9000,9000,9000,9000,0.08354496955871582
1007,numpy,multiplicacion,9000,9000,9000,9000,0.08478116989135742
1008,cuda,suma,9000,9000,9000,9000,0.0023065280914306642
1009,cuda,resta,9000,9000,9000,9000,0.005129504203796387
1010,cuda,division,9000,9000,9000,9000,0.004851712226867676
1011,cuda,multiplicacion,9000,9000,9000,9000,0.004640960216522217
1012,cl,suma,9000,9000,9000,9000,0.14253854751586914
1013,cl,resta,9000,9000,9000,9000,0.0063474178314208984
1014,cl,division,9000,9000,9000,9000,0.006342887878417969
1015,cl,multiplicacion,9000,9000,9000,9000,0.006367683410644531
1016,numpy,suma,9000,9000,9000,9000,0.08696413040161133
1017,numpy,resta,9000,9000,9000,9000,0.08405113220214844
1018,numpy,division,9000,9000,9000,9000,0.0852510929107666
1019,numpy,multiplicacion,9000,9000,9000,9000,0.08422088623046875
1020,cuda,suma,9000,9000,9000,9000,0.0022945919036865235
1021,cuda,resta,9000,9000,9000,9000,0.005132512092590332
1022,cuda,division,9000,9000,9000,9000,0.004857823848724365
1023,cuda,multiplicacion,9000,9000,9000,9000,0.004615776062011719
1024,cl,suma,9000,9000,9000,9000,0.14271855354309082
1025,cl,resta,9000,9000,9000,9000,0.006344318389892578
1026,cl,division,9000,9000,9000,9000,0.00635528564453125
1027,cl,multiplicacion,9000,9000,9000,9000,0.006354093551635742
1028,numpy,suma,9000,9000,9000,9000,0.08382296562194824
1029,numpy,resta,9000,9000,9000,9000,0.08467817306518555
1030,numpy,division,9000,9000,9000,9000,0.08382034301757812
1031,numpy,multiplicacion,9000,9000,9000,9000,0.08635354042053223
1032,cuda,suma,9000,9000,9000,9000,0.0024334399700164794
1033,cuda,resta,9000,9000,9000,9000,0.005148320198059082
1034,cuda,division,9000,9000,9000,9000,0.004799071788787842
1035,cuda,multiplicacion,9000,9000,9000,9000,0.004571839809417725
1036,cl,suma,9000,9000,9000,9000,0.1425163745880127
1037,cl,resta,9000,9000,9000,9000,0.006348133087158203
1038,cl,division,9000,9000,9000,9000,0.00635838508605957
1039,cl,multiplicacion,9000,9000,9000,9000,0.006350517272949219
1040,numpy,suma,9000,9000,9000,9000,0.08515071868896484
1041,numpy,resta,9000,9000,9000,9000,0.0846092700958252
1042,numpy,division,9000,9000,9000,9000,0.08362412452697754
1043,numpy,multiplicacion,9000,9000,9000,9000,0.08716058731079102
1044,cuda,suma,9000,9000,9000,9000,0.0023776319026947022
1045,cuda,resta,9000,9000,9000,9000,0.0051512961387634275
1046,cuda,division,9000,9000,9000,9000,0.004851744174957275
1047,cuda,multiplicacion,9000,9000,9000,9000,0.004661344051361084
1048,cl,suma,9000,9000,9000,9000,0.14406204223632812
1049,cl,resta,9000,9000,9000,9000,0.006359577178955078
1050,cl,division,9000,9000,9000,9000,0.006346702575683594
1051,cl,multiplicacion,9000,9000,9000,9000,0.006353139877319336
1052,numpy,suma,9000,9000,9000,9000,0.08462810516357422
1053,numpy,resta,9000,9000,9000,9000,0.08438539505004883
1054,numpy,division,9000,9000,9000,9000,0.08395528793334961
1055,numpy,multiplicacion,9000,9000,9000,9000,0.08523058891296387
1056,cuda,suma,9000,9000,9000,9000,0.002350559949874878
1057,cuda,resta,9000,9000,9000,9000,0.005127583980560303
1058,cuda,division,9000,9000,9000,9000,0.004832992076873779
1059,cuda,multiplicacion,9000,9000,9000,9000,0.004684000015258789
1060,cl,suma,9000,9000,9000,9000,0.14551997184753418
1061,cl,resta,9000,9000,9000,9000,0.006345510482788086
1062,cl,division,9000,9000,9000,9000,0.006354808807373047
1063,cl,multiplicacion,9000,9000,9000,9000,0.006342887878417969
1064,numpy,suma,9000,9000,9000,9000,0.0851142406463623
1065,numpy,resta,9000,9000,9000,9000,0.08442091941833496
1066,numpy,division,9000,9000,9000,9000,0.08350324630737305
1067,numpy,multiplicacion,9000,9000,9000,9000,0.0851888656616211
1068,cuda,suma,9000,9000,9000,9000,0.0023308160305023193
1069,cuda,resta,9000,9000,9000,9000,0.005117216110229492
1070,cuda,division,9000,9000,9000,9000,0.004837823867797852
1071,cuda,multiplicacion,9000,9000,9000,9000,0.0046368961334228515
1072,cl,suma,9000,9000,9000,9000,0.1415996551513672
1073,cl,resta,9000,9000,9000,9000,0.006340980529785156
1074,cl,division,9000,9000,9000,9000,0.006356954574584961
1075,cl,multiplicacion,9000,9000,9000,9000,0.006345510482788086
1076,numpy,suma,9000,9000,9000,9000,0.08424067497253418
1077,numpy,resta,9000,9000,9000,9000,0.0867769718170166
1078,numpy,division,9000,9000,9000,9000,0.0832819938659668
1079,numpy,multiplicacion,9000,9000,9000,9000,0.0831460952758789
1080,cuda,suma,10000,10000,10000,10000,0.0027773120403289794
1081,cuda,resta,10000,10000,10000,10000,0.008827327728271484
1082,cuda,division,10000,10000,10000,10000,0.00870150375366211
1083,cuda,multiplicacion,10000,10000,10000,10000,0.008710783958435058
1084,cl,suma,10000,10000,10000,10000,0.1899716854095459
1085,cl,resta,10000,10000,10000,10000,0.0063304901123046875
1086,cl,division,10000,10000,10000,10000,0.006330013275146484
1087,cl,multiplicacion,10000,10000,10000,10000,0.006327152252197266
1088,numpy,suma,10000,10000,10000,10000,0.123931884765625
1089,numpy,resta,10000,10000,10000,10000,0.12036323547363281
1090,numpy,division,10000,10000,10000,10000,0.11923885345458984
1091,numpy,multiplicacion,10000,10000,10000,10000,0.11871457099914551
1092,cuda,suma,10000,10000,10000,10000,0.002761055946350098
1093,cuda,resta,10000,10000,10000,10000,0.008735039710998536
1094,cuda,division,10000,10000,10000,10000,0.008710016250610351
1095,cuda,multiplicacion,10000,10000,10000,10000,0.0087225923538208
1096,cl,suma,10000,10000,10000,10000,0.17920637130737305
1097,cl,resta,10000,10000,10000,10000,0.006346464157104492
1098,cl,division,10000,10000,10000,10000,0.0063304901123046875
1099,cl,multiplicacion,10000,10000,10000,10000,0.006345272064208984
1100,numpy,suma,10000,10000,10000,10000,0.12121319770812988
1101,numpy,resta,10000,10000,10000,10000,0.12075567245483398
1102,numpy,division,10000,10000,10000,10000,0.11905741691589355
1103,numpy,multiplicacion,10000,10000,10000,10000,0.11661410331726074
1104,cuda,suma,10000,10000,10000,10000,0.002793855905532837
1105,cuda,resta,10000,10000,10000,10000,0.008702400207519532
1106,cuda,division,10000,10000,10000,10000,0.008715328216552734
1107,cuda,multiplicacion,10000,10000,10000,10000,0.008688351631164552
1108,cl,suma,10000,10000,10000,10000,0.18130970001220703
1109,cl,resta,10000,10000,10000,10000,0.006343364715576172
1110,cl,division,10000,10000,10000,10000,0.006346702575683594
1111,cl,multiplicacion,10000,10000,10000,10000,0.006345510482788086
1112,numpy,suma,10000,10000,10000,10000,0.12065744400024414
1113,numpy,resta,10000,10000,10000,10000,0.11700749397277832
1114,numpy,division,10000,10000,10000,10000,0.11781883239746094
1115,numpy,multiplicacion,10000,10000,10000,10000,0.1167912483215332
1116,cuda,suma,10000,10000,10000,10000,0.002752608060836792
1117,cuda,resta,10000,10000,10000,10000,0.008723584175109864
1118,cuda,division,10000,10000,10000,10000,0.008719615936279297
1119,cuda,multiplicacion,10000,10000,10000,10000,0.00872704029083252
1120,cl,suma,10000,10000,10000,10000,0.1789836883544922
1121,cl,resta,10000,10000,10000,10000,0.006342649459838867
1122,cl,division,10000,10000,10000,10000,0.006345272064208984
1123,cl,multiplicacion,10000,10000,10000,10000,0.006339550018310547
1124,numpy,suma,10000,10000,10000,10000,0.1202542781829834
1125,numpy,resta,10000,10000,10000,10000,0.11686134338378906
1126,numpy,division,10000,10000,10000,10000,0.11678838729858398
1127,numpy,multiplicacion,10000,10000,10000,10000,0.11984968185424805
1128,cuda,suma,10000,10000,10000,10000,0.002933856010437012
1129,cuda,resta,10000,10000,10000,10000,0.008745951652526856
1130,cuda,division,10000,10000,10000,10000,0.008727392196655274
1131,cuda,multiplicacion,10000,10000,10000,10000,0.008719231605529785
1132,cl,suma,10000,10000,10000,10000,0.179793119430542
1133,cl,resta,10000,10000,10000,10000,0.006336688995361328
1134,cl,division,10000,10000,10000,10000,0.006371498107910156
1135,cl,multiplicacion,10000,10000,10000,10000,0.0063343048095703125
1136,numpy,suma,10000,10000,10000,10000,0.11969614028930664
1137,numpy,resta,10000,10000,10000,10000,0.11802029609680176
1138,numpy,division,10000,10000,10000,10000,0.1208200454711914
1139,numpy,multiplicacion,10000,10000,10000,10000,0.11926436424255371
1140,cuda,suma,10000,10000,10000,10000,0.0027557759284973144
1141,cuda,resta,10000,10000,10000,10000,0.008726079940795899
1142,cuda,division,10000,10000,10000,10000,0.008727328300476074
1143,cuda,multiplicacion,10000,10000,10000,10000,0.00851257610321045
1144,cl,suma,10000,10000,10000,10000,0.17713284492492676
1145,cl,resta,10000,10000,10000,10000,0.0063474178314208984
1146,cl,division,10000,10000,10000,10000,0.006336688995361328
1147,cl,multiplicacion,10000,10000,10000,10000,0.006344318389892578
1148,numpy,suma,10000,10000,10000,10000,0.11938929557800293
1149,numpy,resta,10000,10000,10000,10000,0.12089991569519043
1150,numpy,division,10000,10000,10000,10000,0.1181943416595459
1151,numpy,multiplicacion,10000,10000,10000,10000,0.11771821975708008
1152,cuda,suma,10000,10000,10000,10000,0.0027886719703674318
1153,cuda,resta,10000,10000,10000,10000,0.008715935707092285
1154,cuda,division,10000,10000,10000,10000,0.008717568397521972
1155,cuda,multiplicacion,10000,10000,10000,10000,0.008709919929504395
1156,cl,suma,10000,10000,10000,10000,0.17954087257385254
1157,cl,resta,10000,10000,10000,10000,0.006342887878417969
1158,cl,division,10000,10000,10000,10000,0.0063397884368896484
1159,cl,multiplicacion,10000,10000,10000,10000,0.0063474178314208984
1160,numpy,suma,10000,10000,10000,10000,0.11774778366088867
1161,numpy,resta,10000,10000,10000,10000,0.12650251388549805
1162,numpy,division,10000,10000,10000,10000,0.12072038650512695
1163,numpy,multiplicacion,10000,10000,10000,10000,0.1181340217590332
1164,cuda,suma,10000,10000,10000,10000,0.00277839994430542
1165,cuda,resta,10000,10000,10000,10000,0.00871833610534668
1166,cuda,division,10000,10000,10000,10000,0.008710080146789551
1167,cuda,multiplicacion,10000,10000,10000,10000,0.00872652816772461
1168,cl,suma,10000,10000,10000,10000,0.17551231384277344
1169,cl,resta,10000,10000,10000,10000,0.0063474178314208984
1170,cl,division,10000,10000,10000,10000,0.006406307220458984
1171,cl,multiplicacion,10000,10000,10000,10000,0.00633692741394043
1172,numpy,suma,10000,10000,10000,10000,0.11857771873474121
1173,numpy,resta,10000,10000,10000,10000,0.11962437629699707
1174,numpy,division,10000,10000,10000,10000,0.12172055244445801
1175,numpy,multiplicacion,10000,10000,10000,10000,0.11797046661376953
1176,cuda,suma,10000,10000,10000,10000,0.0027524800300598143
1177,cuda,resta,10000,10000,10000,10000,0.008735872268676758
1178,cuda,division,10000,10000,10000,10000,0.008710176467895509
1179,cuda,multiplicacion,10000,10000,10000,10000,0.008702079772949218
1180,cl,suma,10000,10000,10000,10000,0.1794419288635254
1181,cl,resta,10000,10000,10000,10000,0.006343364715576172
1182,cl,division,10000,10000,10000,10000,0.00635528564453125
1183,cl,multiplicacion,10000,10000,10000,10000,0.006342649459838867
1184,numpy,suma,10000,10000,10000,10000,0.12723231315612793
1185,numpy,resta,10000,10000,10000,10000,0.11892843246459961
1186,numpy,division,10000,10000,10000,10000,0.11996912956237793
1187,numpy,multiplicacion,10000,10000,10000,10000,0.12021946907043457
1188,cuda,suma,10000,10000,10000,10000,0.0027657599449157715
1189,cuda,resta,10000,10000,10000,10000,0.008750144004821778
1190,cuda,division,10000,10000,10000,10000,0.008749695777893066
1191,cuda,multiplicacion,10000,10000,10000,10000,0.00871350383758545
1192,cl,suma,10000,10000,10000,10000,0.17862749099731445
1193,cl,resta,10000,10000,10000,10000,0.0063457489013671875
1194,cl,division,10000,10000,10000,10000,0.006378889083862305
1195,cl,multiplicacion,10000,10000,10000,10000,0.006343841552734375
1196,numpy,suma,10000,10000,10000,10000,0.12604475021362305
1197,numpy,resta,10000,10000,10000,10000,0.11913728713989258
1198,numpy,division,10000,10000,10000,10000,0.1204221248626709
1199,numpy,multiplicacion,10000,10000,10000,10000,0.12050580978393555
1200,cuda,suma,11000,11000,11000,11000,0.0032992000579833984
1201,cuda,resta,11000,11000,11000,11000,0.00923196792602539
1202,cuda,division,11000,11000,11000,11000,0.008790592193603515
1203,cuda,multiplicacion,11000,11000,11000,11000,0.009554112434387207
1204,cl,suma,11000,11000,11000,11000,0.22769498825073242
1205,cl,resta,11000,11000,11000,11000,0.006340742111206055
1206,cl,division,11000,11000,11000,11000,0.0069141387939453125
1207,cl,multiplicacion,11000,11000,11000,11000,0.006582736968994141
1208,numpy,suma,11000,11000,11000,11000,0.14415502548217773
1209,numpy,resta,11000,11000,11000,11000,0.1443641185760498
1210,numpy,division,11000,11000,11000,11000,0.14492106437683105
1211,numpy,multiplicacion,11000,11000,11000,11000,0.14556622505187988
1212,cuda,suma,11000,11000,11000,11000,0.003421247959136963
1213,cuda,resta,11000,11000,11000,11000,0.009232704162597657
1214,cuda,division,11000,11000,11000,11000,0.008802399635314942
1215,cuda,multiplicacion,11000,11000,11000,11000,0.00960095977783203
1216,cl,suma,11000,11000,11000,11000,0.21614527702331543
1217,cl,resta,11000,11000,11000,11000,0.006349325180053711
1218,cl,division,11000,11000,11000,11000,0.006893157958984375
1219,cl,multiplicacion,11000,11000,11000,11000,0.006597757339477539
1220,numpy,suma,11000,11000,11000,11000,0.14485645294189453
1221,numpy,resta,11000,11000,11000,11000,0.14659786224365234
1222,numpy,division,11000,11000,11000,11000,0.14681243896484375
1223,numpy,multiplicacion,11000,11000,11000,11000,0.14284253120422363
1224,cuda,suma,11000,11000,11000,11000,0.003290208101272583
1225,cuda,resta,11000,11000,11000,11000,0.009214303970336915
1226,cuda,division,11000,11000,11000,11000,0.008801376342773438
1227,cuda,multiplicacion,11000,11000,11000,11000,0.009617823600769043
1228,cl,suma,11000,11000,11000,11000,0.21411752700805664
1229,cl,resta,11000,11000,11000,11000,0.006351470947265625
1230,cl,division,11000,11000,11000,11000,0.006958961486816406
1231,cl,multiplicacion,11000,11000,11000,11000,0.006564617156982422
